"Year","Company","Model","FloorPlan","Length","Engine","Stock Number","Dealer","Location","MSRP","DISCOUNT","Date"
"2022","Four Winns","H2","OB","22 ft","N/A","BF00185397","Spicers Boat","Houghton Lake MI","102785","68888","2024-11-04"
"2022","Sylvan","L-3","LZ","23 ft 10 in","N/A","B000492018","Spicers Boat","Houghton Lake MI","47719","38988","2024-11-04"
"2024","Bayliner","N/A","DX2050","20 ft","N/A","2685351","Spicers Boat","Houghton Lake MI","52288","42988","2024-11-04"
"2024","Bayliner","Element","E16","16 ft","N/A","2696295","Spicers Boat","Houghton Lake MI","24995","19999","2024-11-04"
"2024","Bayliner","N/A","M19","19 ft","N/A","2673845","Spicers Boat","Houghton Lake MI","36190","29999","2024-11-04"
"2024","Bennington","25","QXSBWA","25 ft","N/A","B261184","Spicers Boat","Houghton Lake MI","265605","189988","2024-11-04"
"2024","Four Winns","HD3","OB","22 ft","N/A","BF00186612","Spicers Boat","Houghton Lake MI","109689","92888","2024-11-04"
"2024","Lund","1600","Fury","16 ft","N/A","2675412","Spicers Boat","Houghton Lake MI","23450","15988","2024-11-04"
"2024","Lund","1650","Angler","16 ft 1 in","N/A","2690086","Spicers Boat","Houghton Lake MI","32226","25988","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687656","Spicers Boat","Houghton Lake MI","36697","27488","2024-11-04"
"2024","Lund","1675","Adventure","16 ft 1 in","N/A","2687217","Spicers Boat","Houghton Lake MI","46278","34488","2024-11-04"
"2024","Lund","1775","Adventure","17 ft 1 in","N/A","2675445","Spicers Boat","Houghton Lake MI","54875","41488","2024-11-04"
"2024","Lund","1775","IMPACT","17 ft 1 in","N/A","2690335","Spicers Boat","Houghton Lake MI","64894","47988","2024-11-04"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287493","Spicers Boat","Houghton Lake MI","36593","N/A","2024-11-04"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287497","Spicers Boat","Houghton Lake MI","36593","N/A","2024-11-04"
"2025","Bennington","N/A","24MFBSE","24 ft","N/A","294479","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Bennington","N/A","24MSBSE","24 ft","N/A","293312","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Sea-Doo","N/A","T2RJ","N/A","N/A","1031226300-000010T","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000851424","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852881","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852876","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852883","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852879","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X1CLZ","21 ft 1 in","N/A","B000849352","Spicers Boat","Houghton Lake MI","65471","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851429","Spicers Boat","Houghton Lake MI","71883","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851428","Spicers Boat","Houghton Lake MI","71883","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851427","Spicers Boat","Houghton Lake MI","71883","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851426","Spicers Boat","Houghton Lake MI","71883","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851416","Spicers Boat","Houghton Lake MI","79115","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851414","Spicers Boat","Houghton Lake MI","79115","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851417","Spicers Boat","Houghton Lake MI","79115","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","X3","23 ft 1 in","N/A","B000851415","Spicers Boat","Houghton Lake MI","79115","N/A","2024-11-04"
"2025","Bennington","N/A","168SLSE","19 ft","N/A","295121","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Bennington","N/A","188SLSE","19 ft","N/A","295122","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287492","Spicers Boat","Houghton Lake MI","36593","N/A","2024-11-04"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287479","Spicers Boat","Houghton Lake MI","36593","N/A","2024-11-04"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287496","Spicers Boat","Houghton Lake MI","36593","N/A","2024-11-04"
"2025","Bennington","N/A","20SVL","20 ft","N/A","B287494","Spicers Boat","Houghton Lake MI","36593","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849355","Spicers Boat","Houghton Lake MI","91958","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849359","Spicers Boat","Houghton Lake MI","91712","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849351","Spicers Boat","Houghton Lake MI","65370","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849356","Spicers Boat","Houghton Lake MI","91958","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849350","Spicers Boat","Houghton Lake MI","65370","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849358","Spicers Boat","Houghton Lake MI","91172","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849360","Spicers Boat","Houghton Lake MI","91172","N/A","2024-11-04"
"2025","Sylvan","L-3","PARTY","24 ft 1 in","N/A","B000849348","Spicers Boat","Houghton Lake MI","56638","N/A","2024-11-04"
"2025","Sylvan","L-3","Party","24 ft 1 in","N/A","B000849346","Spicers Boat","Houghton Lake MI","56638","N/A","2024-11-04"
"2025","Sylvan","L-3","Party","24 ft 1 in","N/A","B000849345","Spicers Boat","Houghton Lake MI","56638","N/A","2024-11-04"
"2025","Sylvan","L-3","PARTY","24 ft 1 in","N/A","B000849353","Spicers Boat","Houghton Lake MI","56638","N/A","2024-11-04"
"2025","Sylvan","L-3","PARTY","24 ft 1 in","N/A","B000849349","Spicers Boat","Houghton Lake MI","56638","N/A","2024-11-04"
"2025","Sylvan","L-3","PARTY","24 ft 1 in","N/A","B000849354","Spicers Boat","Houghton Lake MI","56638","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852882","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852877","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852880","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000852878","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000851425","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000851422","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000851423","Spicers Boat","Houghton Lake MI","40523","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Sport","13 ft","N/A","1031226289-000010","Spicers Boat","Houghton Lake MI","29099","N/A","2024-11-04"
"2025","Sylvan","G-3","CLZ","25 ft 1 in","N/A","B000849361","Spicers Boat","Houghton Lake MI","121357","N/A","2024-11-04"
"2025","Sylvan","G-3","CLZ","25 ft 1 in","N/A","B000849362","Spicers Boat","Houghton Lake MI","121357","N/A","2024-11-04"
"2025","Sylvan","L-1","LZ","21 ft 1 in","N/A","B000851419","Spicers Boat","Houghton Lake MI","51139","N/A","2024-11-04"
"2025","Sylvan","L-1","LZ","21 ft 1 in","N/A","B000851421","Spicers Boat","Houghton Lake MI","51139","N/A","2024-11-04"
"2025","Sylvan","L-1","LZ","21 ft 1 in","N/A","B000851418","Spicers Boat","Houghton Lake MI","51139","N/A","2024-11-04"
"2025","Sylvan","L-1","LZ","21 ft 1 in","N/A","B000851420","Spicers Boat","Houghton Lake MI","51139","N/A","2024-11-04"
"2025","Sylvan","L-1","PARTY","21 ft 1 in","N/A","B000852885","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","PARTY","21 ft 1 in","N/A","B000852884","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","Party","20 ft","N/A","B000851433","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","Party","20 ft","N/A","B000851430","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","Party","20 ft","N/A","B000851431","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","Party","20 ft","N/A","B000851432","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","PARTY","21 ft 1 in","N/A","B000852886","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-1","PARTY","21 ft 1 in","N/A","B000852887","Spicers Boat","Houghton Lake MI","50109","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000852889","Spicers Boat","Houghton Lake MI","59517","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000852888","Spicers Boat","Houghton Lake MI","59517","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000851437","Spicers Boat","Houghton Lake MI","91172","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","24 ft 1 in","N/A","B000851436","Spicers Boat","Houghton Lake MI","91172","N/A","2024-11-04"
"2025","Sylvan","L-3","DLZ","23 ft 1 in","N/A","B000849357","Spicers Boat","Houghton Lake MI","91958","N/A","2024-11-04"
"2025","Lund","1650","Rebel","16 ft","N/A","2747820","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Lund","1650","Rebel","16 ft 1 in","N/A","2749393","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Lund","1775","Adventure","17 ft 1 in","N/A","2747808","Spicers Boat","Houghton Lake MI","55790","N/A","2024-11-04"
"2025","Lund","1775","Adventure","17 ft 1 in","N/A","2747809","Spicers Boat","Houghton Lake MI","55790","N/A","2024-11-04"
"2025","Lund","1775","Impact","17 ft","N/A","2734476","Spicers Boat","Houghton Lake MI","65436","N/A","2024-11-04"
"2025","Lund","1875","Crossover","18 ft","N/A","2725981","Spicers Boat","Houghton Lake MI","76248","N/A","2024-11-04"
"2025","Lund","1875","Crossover","18 ft","N/A","2747872","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Lund","1875","FISHERMAN","18 ft 1 in","N/A","2747818","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Lund","1875","FISHERMAN","18 ft 1 in","N/A","2747817","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Lund","1875","FISHERMAN","18 ft","N/A","2734474","Spicers Boat","Houghton Lake MI","83179","N/A","2024-11-04"
"2025","Lund","1875","TYEE","18 ft 1 in","N/A","2747814","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Lund","1875","TYEE","18 ft 1 in","N/A","2747811","Spicers Boat","Houghton Lake MI","88179","N/A","2024-11-04"
"2025","Lund","2075","FISHERMAN","20 ft 1 in","N/A","2747816","Spicers Boat","Houghton Lake MI","98508","N/A","2024-11-04"
"2025","Lund","2075","Fisherman","20 ft","N/A","2734472","Spicers Boat","Houghton Lake MI","98508","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Cruise","21 ft","N/A","1031226300-000010","Spicers Boat","Houghton Lake MI","51099","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Fish","18 ft","N/A","1031226299-000010","Spicers Boat","Houghton Lake MI","46999","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Fish","18 ft","N/A","1031226302-000010","Spicers Boat","Houghton Lake MI","46999","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Sport","13 ft","N/A","1031226294-000010","Spicers Boat","Houghton Lake MI","29099","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Sport","13 ft","N/A","1031226291-000010","Spicers Boat","Houghton Lake MI","29099","N/A","2024-11-04"
"2025","Sea-Doo","Switch","Sport","13 ft","N/A","1031226286-000010","Spicers Boat","Houghton Lake MI","29099","N/A","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000835658","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000835660","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2025","Starcraft Marine","SVX","171","17 ft","N/A","B000849365","Spicers Boat","Houghton Lake MI","49968","39988","2024-11-04"
"2025","Starcraft Marine","SVX","171","17 ft","N/A","B000849366","Spicers Boat","Houghton Lake MI","49968","40988","2024-11-04"
"2025","Starcraft Marine","SVX","210","21 ft","N/A","B000851412","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Starcraft Marine","SVX","210","21 ft","N/A","B000851413","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687223","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1600","Fury","16 ft","N/A","2675405","Spicers Boat","Houghton Lake MI","22156","17988","2024-11-04"
"2024","Lund","1600","Fury","16 ft","N/A","2675411","Spicers Boat","Houghton Lake MI","20450","15988","2024-11-04"
"2024","Lund","1875","IMPACT","18 ft 1 in","N/A","2662458","Spicers Boat","Houghton Lake MI","63786","46988","2024-11-04"
"2024","Sylvan","MIRAGE","8522","22 ft 1 in","N/A","B000844791","Spicers Boat","Houghton Lake MI","52045","40488","2024-11-04"
"2025","Bayliner","N/A","VR4","18 ft 1 in","N/A","2749189","Spicers Boat","Houghton Lake MI","43335","N/A","2024-11-04"
"2025","Lund","1400","Fury","14 ft 1 in","N/A","2747803","Spicers Boat","Houghton Lake MI","21608","N/A","2024-11-04"
"2025","Lund","1400","Fury","14 ft 1 in","N/A","2747801","Spicers Boat","Houghton Lake MI","21608","N/A","2024-11-04"
"2025","Lund","1400","Fury","14 ft","N/A","2734483","Spicers Boat","Houghton Lake MI","19709","N/A","2024-11-04"
"2025","Lund","1400","Fury","14 ft","N/A","2735133","Spicers Boat","Houghton Lake MI","19709","N/A","2024-11-04"
"2025","Lund","1600","Fury","16 ft","N/A","2747805","Spicers Boat","Houghton Lake MI","22760","N/A","2024-11-04"
"2025","Lund","1600","Fury","16 ft","N/A","2747807","Spicers Boat","Houghton Lake MI","22760","N/A","2024-11-04"
"2025","Lund","1600","Fury","16 ft","N/A","2747804","Spicers Boat","Houghton Lake MI","22760","N/A","2024-11-04"
"2025","Lund","1650","Rebel","16 ft","N/A","2747823","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2025","Starcraft Marine","SVX","171","17 ft","N/A","B000849364","Spicers Boat","Houghton Lake MI","49968","40988","2024-11-04"
"2025","Starcraft Marine","SVX","171","17 ft","N/A","B000849363","Spicers Boat","Houghton Lake MI","49968","40988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000841984","Spicers Boat","Houghton Lake MI","56256","41988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000841985","Spicers Boat","Houghton Lake MI","56256","41988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000841982","Spicers Boat","Houghton Lake MI","56256","41988","2024-11-04"
"2024","Sylvan","L1","DLZ","21 ft 1 in","N/A","B000841981","Spicers Boat","Houghton Lake MI","56256","41988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000839424","Spicers Boat","Houghton Lake MI","57505","43988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000839426","Spicers Boat","Houghton Lake MI","57505","45988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000839425","Spicers Boat","Houghton Lake MI","57505","43988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839410","Spicers Boat","Houghton Lake MI","40379","32488","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839414","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839415","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839416","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft","N/A","B000839420","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft","N/A","B000839417","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839421","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839418","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839423","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839419","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000835655","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000839427","Spicers Boat","Houghton Lake MI","57505","43988","2024-11-04"
"2024","Sylvan","L1","Party","20 ft 1 in","N/A","B000844832","Spicers Boat","Houghton Lake MI","48863","38988","2024-11-04"
"2024","Sylvan","L3","DLZ","23 ft 1 in","N/A","B000839430","Spicers Boat","Houghton Lake MI","58294","46988","2024-11-04"
"2024","Sylvan","L3","DLZ","23 ft 1 in","N/A","B000838212","Spicers Boat","Houghton Lake MI","84165","65988","2024-11-04"
"2024","Sylvan","L3","DLZ","N/A","N/A","B000838209","Spicers Boat","Houghton Lake MI","77413","63988","2024-11-04"
"2024","Sylvan","L3","DLZ","23 ft 1 in","N/A","B000839435","Spicers Boat","Houghton Lake MI","66007","52988","2024-11-04"
"2024","Sylvan","L3","DLZ","23 ft 1 in","N/A","B000839436","Spicers Boat","Houghton Lake MI","66007","52988","2024-11-04"
"2024","Sylvan","L3","LZ","23 ft 1 in","N/A","B000838221","Spicers Boat","Houghton Lake MI","83621","65988","2024-11-04"
"2024","Sylvan","L3","LZ","23 ft 1 in","N/A","B000835666","Spicers Boat","Houghton Lake MI","58075","46988","2024-11-04"
"2024","Sylvan","L3","LZ","23 ft 1 in","N/A","B000835668","Spicers Boat","Houghton Lake MI","57670","46988","2024-11-04"
"2024","Sylvan","L3","LZ","23 ft 1 in","N/A","B000835663","Spicers Boat","Houghton Lake MI","58075","46988","2024-11-04"
"2024","Sylvan","L3","LZ","23 ft 1 in","N/A","B000835664","Spicers Boat","Houghton Lake MI","57670","46988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000835636","Spicers Boat","Houghton Lake MI","40379","32488","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839422","Spicers Boat","Houghton Lake MI","41741","32988","2024-11-04"
"2024","Sylvan","MIRAGE","X1","21 ft 1 in","N/A","B000841987","Spicers Boat","Houghton Lake MI","61417","49988","2024-11-04"
"2024","Sylvan","MIRAGE","X1","21 ft 1 in","N/A","B000841986","Spicers Boat","Houghton Lake MI","65471","53988","2024-11-04"
"2023","Harris","Sunliner","230","N/A","N/A","2626845","Spicers Boat","Houghton Lake MI","64963","44988","2024-11-04"
"2025","Scarab","165","LX","16 ft 1 in","N/A","BS00072615","Spicers Boat","Houghton Lake MI","57319","N/A","2024-11-04"
"2025","Scarab","165","SE","16 ft 1 in","N/A","BS00072618","Spicers Boat","Houghton Lake MI","46699","N/A","2024-11-04"
"2025","Scarab","195","LX","19 ft 1 in","N/A","BS00072630","Spicers Boat","Houghton Lake MI","72474","N/A","2024-11-04"
"2024","Bennington","20","SVL","20 ft","N/A","B271712","Spicers Boat","Houghton Lake MI","44508","30988","2024-11-04"
"2024","Bennington","20","SVL","20 ft","N/A","B271714","Spicers Boat","Houghton Lake MI","44508","30988","2024-11-04"
"2024","Bennington","20","SVL","20 ft","N/A","B271716","Spicers Boat","Houghton Lake MI","44508","30988","2024-11-04"
"2024","Bennington","N/A","20SSBSR","20 ft","N/A","B272483","Spicers Boat","Houghton Lake MI","52842","38988","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687228","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2677318","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687227","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687219","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687221","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1675","Adventure","16 ft 1 in","N/A","2687215","Spicers Boat","Houghton Lake MI","46278","34488","2024-11-04"
"2024","Lund","1875","IMPACT","18 ft 1 in","N/A","2662455","Spicers Boat","Houghton Lake MI","63786","46988","2024-11-04"
"2024","Scarab","165","ID","15 ft 1 in","N/A","BS00072355","Spicers Boat","Houghton Lake MI","48930","38888","2024-11-04"
"2024","Scarab","215","ID","21 ft","N/A","BS00072479","Spicers Boat","Houghton Lake MI","94770","86988","2024-11-04"
"2024","Scarab","235","ID","22 ft 1 in","N/A","BS00072480","Spicers Boat","Houghton Lake MI","135615","114988","2024-11-04"
"2024","Scarab","235","ID","22 ft 1 in","N/A","BS00072518","Spicers Boat","Houghton Lake MI","136510","109998","2024-11-04"
"2024","Scarab","285","ID","N/A","N/A","BS00072061","Spicers Boat","Houghton Lake MI","187565","159988","2024-11-04"
"2024","Starcraft Marine","SVX","190","18 ft 11 in","N/A","B000839400","Spicers Boat","Houghton Lake MI","61007","49988","2024-11-04"
"2024","Starcraft Marine","SVX","190","18 ft 11 in","N/A","B000839401","Spicers Boat","Houghton Lake MI","61007","49988","2024-11-04"
"2024","Starcraft Marine","SVX","190","18 ft 11 in","N/A","b000839402","Spicers Boat","Houghton Lake MI","61007","49988","2024-11-04"
"2024","Sylvan","G-3","CLZ","N/A","N/A","B000841971","Spicers Boat","Houghton Lake MI","109908","87988","2024-11-04"
"2024","Lund","1650","Rebel","16 ft 1 in","N/A","2687220","Spicers Boat","Houghton Lake MI","36757","27488","2024-11-04"
"2024","Lund","1675","Adventure","16 ft 1 in","N/A","2687216","Spicers Boat","Houghton Lake MI","46278","34488","2024-11-04"
"2024","Lund","1775","Adventure","17 ft 1 in","N/A","2675442","Spicers Boat","Houghton Lake MI","54875","41488","2024-11-04"
"2024","Scarab","195","ID","18 ft 1 in","N/A","BS00072348","Spicers Boat","Houghton Lake MI","72675","56998","2024-11-04"
"2024","Sea-Doo","Switch","Cruise","N/A","N/A","1030678504-000010","Spicers Boat","Houghton Lake MI","40699","39845","2024-11-04"
"2024","Sea-Doo","Switch","Cruise","N/A","N/A","1030678505-000010","Spicers Boat","Houghton Lake MI","43699","42946","2024-11-04"
"2024","Sea-Doo","Switch","Cruise","20 ft","N/A","1030517247-000020","Spicers Boat","Houghton Lake MI","43699","41446","2024-11-04"
"2024","Sea-Doo","Switch","Sport","17 ft","N/A","1030448466-000010","Spicers Boat","Houghton Lake MI","39699","38835","2024-11-04"
"2024","Sylvan","G-3","CLZ","N/A","N/A","B000841972","Spicers Boat","Houghton Lake MI","109908","87988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000839428","Spicers Boat","Houghton Lake MI","57505","43988","2024-11-04"
"2024","Sylvan","L1","DLZ","20 ft 1 in","N/A","B000839429","Spicers Boat","Houghton Lake MI","57505","43988","2024-11-04"
"2024","Sylvan","L3","DLZ","23 ft 1 in","N/A","B000839434","Spicers Boat","Houghton Lake MI","66007","52988","2024-11-04"
"2024","Sylvan","L3","LZ","23 ft 1 in","N/A","B000838218","Spicers Boat","Houghton Lake MI","83621","65988","2024-11-04"
"2024","Sylvan","MIRAGE","8520","20 ft 1 in","N/A","B000839409","Spicers Boat","Houghton Lake MI","40379","32488","2024-11-04"
"2023","Starcraft Marine","SVX","OB","18 ft 1 in","N/A","B000510394","Spicers Boat","Houghton Lake MI","60634","43488","2024-11-04"
"2023","Starcraft Marine","SVX","OB","18 ft 1 in","N/A","B000835174","Spicers Boat","Houghton Lake MI","60635","43488","2024-11-04"
"2023","Starcraft Marine","SVX","OB","20 ft 1 in","N/A","B000510393","Spicers Boat","Houghton Lake MI","72705","50488","2024-11-04"
"2025","Four Winns","N/A","H2","21 ft 1 in","N/A","BF00187013","Spicers Boat","Houghton Lake MI","N/A","N/A","2024-11-04"
"2024","Bayliner","Element","E16","16 ft","N/A","2713042","Spicers Boat","Houghton Lake MI","24995","19999","2024-11-04"
"2024","Bennington","20","SVL","20 ft","N/A","B271710","Spicers Boat","Houghton Lake MI","44508","30988","2024-11-04"
"2023","Sylvan","Mirage","X3","23 ft 1 in","N/A","B000518194","Spicers Boat","Houghton Lake MI","73065","53988","2024-11-04"
"2023","Sylvan","Mirage","X5","25 ft 1 in","N/A","B000518206","Spicers Boat","Houghton Lake MI","75945","62988","2024-11-04"
"2023","Sylvan","Mirage","X5","25 ft 1 in","N/A","B000518207","Spicers Boat","Houghton Lake MI","75945","62988","2024-11-04"
"2023","Sylvan","Mirage","X5","25 ft 1 in","N/A","B000518208","Spicers Boat","Houghton Lake MI","75945","62988","2024-11-04"
"2023","Sylvan","Mirage","X5","25 ft 1 in","N/A","B000518209","Spicers Boat","Houghton Lake MI","75945","62988","2024-11-04"
"2024","Bayliner","N/A","DX2050","20 ft","N/A","2677527","Spicers Boat","Houghton Lake MI","52288","42999","2024-11-04"
"2024","Bayliner","N/A","M19","19 ft","N/A","2672584","Spicers Boat","Houghton Lake MI","36190","29999","2024-11-04"
"2024","Bayliner","N/A","M19","19 ft","N/A","2675780","Spicers Boat","Houghton Lake MI","35999","29999","2024-11-04"
"2024","Bayliner","N/A","M19","19 ft","N/A","2672436","Spicers Boat","Houghton Lake MI","36190","29999","2024-11-04"
"2024","Bayliner","N/A","M19","19 ft","N/A","2675597","Spicers Boat","Houghton Lake MI","36190","29999","2024-11-04"
